姓名,城市,科室,职称,主执业医院,出诊医院,专业特长,挂号费,出诊时间,信息来源网址
范竟一,北京市,小儿骨科,主任医师 · 双语,,北京新世纪儿童医院,首都医科大学临床儿科系，医学博士。2007年毕业于首都医科大学临床儿科系，北京儿童医院小儿骨科工作至今，并担负首都医科大学儿外科临床带教工作。 擅长脊柱侧弯，脊柱畸形，脊柱结核，脊柱肿瘤，腰椎滑脱，髋脱位，髋关节发育不良，胫腓骨假关节，马蹄足，肌性斜颈，脑瘫，下肢不等长，高肩胛，肢体骨肿瘤，膝内翻（O型腿），膝外翻（X型腿），手足多指/趾 等的治疗。,¥900,周二、周四、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1560320330352624
涂绘玲,北京市,肠道微生态管理门诊,副主任医师·双语,,北京新世纪儿童医院,毕业于北京大学医学部，获儿科学专业博士学位。 现任新世纪医疗北京地区儿童健康发展中心医疗总监，曾于北医三院儿科工作十余年。 擅长儿童保健、生长发育和小儿消化科各类疾病的诊治。 1.儿童保健：擅长儿童生长发育评估、儿童语言发育评估、儿童注意力发育评估、正常儿童和特殊儿童预防接种、儿童营养、疾病预防和家庭养育指导等。 2.小儿消化科：擅长儿童胃肠道疾病和胃肠道功能失调等的诊疗，包括各类小儿过敏性胃肠疾病、小儿急、慢性、迁延性腹泻，小儿肠道菌群失调、小儿慢性胃炎、溃疡病，小儿复发性腹痛及呕吐、便血等病症。,¥900,周一、周二、周三、周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1632447420138746
谷奕,北京市,小儿内分泌科,主任医师,,北京新世纪儿童医院,儿童内分泌遗传代谢内分泌疾病临床医学博士学位。 于首都医科大学附属北京儿童医院内分泌遗传代谢科工作多年。 擅长儿童生长发育、性早熟、甲状腺疾病、儿童青少年糖尿病等儿科内分泌疾病。,¥1200,周一、周六 (上午 08:00-12:00，下午 12:00-21:00),https://m.doctorpanda.com/doctor/1560319937294318
梁晓磊,北京市,眼科,资深医师 · 双语,,北京新世纪儿童医院,哈尔滨医科大学毕业，获得临床眼科学博士学位。曾在北京军区总医院（三甲医院）眼科工作。 擅长眼科门诊常见疾病的诊治，儿童屈光不正，弱视，斜视，上睑下垂，角膜塑形镜的验配等。,¥700,周一、周二、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1479790769911433
郭卫红,北京市,小儿普通外科,主任医师,,北京新世纪儿童医院,擅长新生儿、婴幼儿期各种先天性畸形疾病的诊治，如各种原因引起的呕吐：食管闭锁、先天性隔疝、食道裂孔疝、先天性肥厚性幽门狭窄、幽门梗阻、肠闭锁、肠梗阻; 便秘：先天型巨结肠、乙状结肠冗长、结肠运动功能障碍；先天性肛门直肠畸形：肛门闭锁、会阴瘘、泄殖腔畸形；黄疸：先天性胆道闭锁、先天性胆总管囊肿、胆汁粘稠综合征；新生儿期肿瘤：畸胎瘤、卵巢囊肿、神母细胞瘤、淋巴管瘤、血管瘤；脐部异常和腹壁缺损：脐膨出、腹裂、脐肠瘘、脐尿管瘘(囊肿)、脐茸、脐部异常窦道；胃肠动力学：食管、肛门直肠测压、排便功能训练等。 先后毕业于首都医科大学、美国洛杉矶加州大学医学院和香港大学医学院，获博士学位。于北京儿童医院工作三,¥900,周三 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1589006349278660
付英华,北京市,耳鼻喉科,资深医师 · 双语,,北京新世纪儿童医院,首都医科大学临床专业毕业，获学士学位。曾在北京大学人民医院耳鼻喉科进修。从事耳鼻喉科临床工作十余年。 擅长耳鼻喉科常见病以及多发病的诊治，如鼻炎、鼻窦炎、过敏性鼻炎、中耳炎等。,¥700,周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1573023676743068
刘聪,北京市,肠道微生态管理门诊,副主任医师·双语,,北京新世纪儿童医院,毕业于天津医科大学临床医学专业，获学士学位。 具有二十余年北京三甲医院儿科临床经验，阅读上百万份各种疾病病例，具有丰富的鉴别诊断能力。 北京整合医学会微生态与生长发育专业委员会委员。 对儿童常见病、儿童过敏性疾病、肠道微生态管理领域具有较深的研究。擅长过敏性皮炎、过敏性鼻炎、过敏性结膜炎、便秘、慢性腹泻、生长缓慢、肠道菌群紊乱所致临床问题等疾病的鉴别诊断和治疗。多年肠道微生态管理经验，临床诊治上千例肠道微生态管理的成功案例，在25年欧洲儿科消化肝病与营养年会做病例报告，业界具有较高认可度。,¥900,周一、周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1556087734147152
张迪,北京市,颅形异常门诊,副主任医师,,北京新世纪儿童医院,毕业于首都医科大学，获硕士学位。先后工作于北京儿童医院外科和神经外科十余年。 擅长颅颌面畸形的重建、血管畸形，特别是烟雾病的诊断和治疗，脑室镜治疗脑积水、颅脑外伤、颅缝早闭的诊断和治疗。,¥900,周一 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1608877500099167
毕萌,北京市,特殊儿童疫苗接种门诊,资深医师,,北京新世纪儿童医院,毕业于天津医科大学预防医学专业，获学士学位。  曾就职于三级综合医院保健科。从事儿童保健工作十余年。  擅长儿童体格发育评估、儿童睡眠指导、婴幼儿营养及喂养指导以及儿童预防接种。,¥700,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1625124634458178
杜忠东,北京市,小儿川崎病门诊,主任医师 · 双语,,北京新世纪儿童医院,擅长川崎病及川崎病合并管状动脉瘤、小儿心肌炎及心肌病、小儿心律失常、先天性心脏病、晕厥及小儿心力衰竭等小儿心血管内科疾病的诊治。 毕业于首都医科大学儿科学系，获小儿心血管专业医学博士。于北京儿童医院从事小儿内科临床工作二十余年。 卫生部《中国临床医师》杂志编委会副主任、香港《儿科大查房》副主编、《中华医学杂志》英文版、《中华儿科杂志》、《中国实用儿科杂志》、《中华实用儿科临床杂志》、《中国循证儿科杂志》、《British Medical Journal》中文版等13本杂志编委。《Pediatric Infectious Disease Journal》、《European Journal of,¥900,周三 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1533177605288510
王阳,北京市,小儿川崎病门诊,主任医师 · 双语,,北京新世纪儿童医院,对小儿获得性心脏病具有深入的研究及临床医治经验，擅长川崎病、心律失常、心肌病、心肌心包炎、感染性心内膜炎、风心病等小儿心血管内科疾病的诊治。近15年间，成功医治川崎病患儿近两千余例，川崎病患儿随访万余例。对危重、复杂川崎病如：川崎休克综合征、川崎病合并冠脉瘤、合并血栓、合并重症心肌炎、合并耳聋等各类川崎病并发症具有深入专业研究和成功救治经验，对川崎病的远期随访具有非常丰富的经验。同时在医治心肌炎、心律失常方面见识显著。在北京儿童医院心血管中心工作期间曾参与并成功抢救暴发性心肌炎、严重室性及室上性心动过速、III度房室传导阻滞等危重患儿。 毕业于首都医科大学，获硕士学位。现任北京新世纪儿童医院住,¥900,周二、周三、周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1479261978897419
李莉,北京市,眼科,主任医师,,北京新世纪儿童医院,主要擅长儿童斜视弱视，眼球震颤等儿童眼病的诊治。在儿童斜视保守治疗及手术治疗方面具有丰富的临床经验，特别是对一些复杂斜视、麻痹性斜视及眼球震颤的手术治疗有独到见解。并且进行眼球震颤的发病机制及遗传学方面的研究，以及儿童个性化视觉功能重建及双眼视功能康复的研究。 毕业于哈尔滨医科大学，获得眼科学硕士学位。从事小儿眼科临床工作二十余年，现任北京儿童医院眼科主任。 中华医学会眼科分会眼视光学组委员、中国医师协会眼科医师分会儿童眼健康学组副组长、中国医师协会青春期健康分会青春期眼健康学组组长、北京医学会眼科分会副主任委员、北京医师协会小儿眼科分会主任委员、中华眼科杂志编委、《中国斜视与小儿眼科杂志》编,¥900,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1533026377700751
邹凌云,北京市,黑痣门诊,主任医师,,北京新世纪儿童医院,毕业于华中科技大学附属同济医学院，获硕士学位。 从事皮肤科临床工作二十余年，曾于北京航天中心医院工作多年，现任北京新世纪儿童医院皮肤科主任。 对皮肤科常见病及疑难病的诊治有丰富的临床经验。擅长过敏性疾病（如急慢性湿疹、荨麻疹、药疹）、病毒性疾病（如风疹、麻疹、水痘、带状疱疹）、色素痣、血管瘤、痤疮及腋臭的诊断及治疗，对于痤疮的综合治疗（果酸、光电、光动力）及疤痕激光治疗等方面也有较深入的研究。,¥700,周一、周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1479790390828350
袁越,北京市,小儿心律失常门诊,主任医师 · 双语,,北京新世纪儿童医院,擅长儿童心内科疾病的诊治，对各种类型心律失常、心肌炎、心肌病、心肌损害、川崎病、冠脉病变、高血压、心力衰竭、风湿热、感染性心内膜炎、血管迷走性晕厥、心包疾病、心内电生理、小儿射频消融术、起搏器治疗等疾病，尤其是疑难疾病积累了大量临床经验。擅长儿童心律失常的介入治疗射频消融，率先在全国突破了儿童射频的零曝光，处于国际领先地位，完成介入射频消融千余例。 毕业于首都医科大学，获硕士学位。从事小儿心血管内科临床工作三十余年。 中华医学会心电生理和起搏分会小儿心律失常学工作委员会委员； 中国医师协会先天性心脏病专业委员会委员； 中国医师协会儿科医师分会晕厥专业委员会常委； 北京医学会儿科学分会小儿心血管,¥900,周一、周三 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1571214225655021
张亚梅,北京市,耳鼻喉科,主任医师 · 双语,,北京新世纪儿童医院,首都医科大学儿科系毕业，学士学位。北京儿童医院耳鼻喉科工作四十余年。 中华医学会耳鼻咽喉分会常务委员、全国小儿学组的组长、北京分会耳鼻喉科专业常委、《International Journal of Pediatric Otolaryngology》杂志中国编委、《中华耳鼻咽喉头颈外科杂志》《临床耳鼻咽喉杂志》《中国耳鼻咽喉-头颈外科杂志》编委。 擅长小儿鼾症、扁桃体炎、小儿鼻窦炎、小儿耳鼻喉急症、腺样体肥大、儿童听力障碍、中耳炎、耳聋。,¥1200,周一、周三 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1481028431001523
邹凌云,北京市,小儿痤疮门诊,主任医师,,北京新世纪儿童医院,毕业于华中科技大学附属同济医学院，获硕士学位。 从事皮肤科临床工作二十余年，曾于北京航天中心医院工作多年，现任北京新世纪儿童医院皮肤科主任。 对皮肤科常见病及疑难病的诊治有丰富的临床经验。擅长过敏性疾病（如急慢性湿疹、荨麻疹、药疹）、病毒性疾病（如风疹、麻疹、水痘、带状疱疹）、色素痣、血管瘤、痤疮及腋臭的诊断及治疗，对于痤疮的综合治疗（果酸、光电、光动力）及疤痕激光治疗等方面也有较深入的研究。,¥700,周一、周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1479790390828350
闫春梅,北京市,心理健康门诊,副主任医师,,北京新世纪儿童医院,毕业于首都医科大学。在国家儿童医学中心首都医科大学附属北京儿童医院从事儿科临床工作三十余年。 主要从事青春期生长发育和心理问题的临床门诊咨询、研究以及教学工作。尤其对于青春期青少年的生长发育和心理问题具有专业水平，擅长儿童注意力缺陷和多动障碍、抽动症、孤独症谱系障碍、青春期情绪问题、学习问题、适应障碍、社交障碍和父母教育方式、网络成瘾等问题的咨询、心理分析和治疗。,¥1800,周三、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1594893022625995
